t,S_obs,E_obs,I_obs,R_obs,S_true,E_true,I_true,R_true
0.0,1.0287609535681883,-0.014179401761937225,0.005802492533888695,-0.02678967488809463,0.99,0.01,0.0,0.0
0.001,0.9588417360593724,0.01053402425754297,-0.0024871990463581424,0.0023671460943773307,0.9899999465827112,0.009982069575523432,1.797844607951344e-05,5.395685864230173e-09
0.002,0.992550653242682,0.009982999064913617,-0.014866591858859973,-0.020369382150958047,0.9899997865010962,0.009964277965126701,3.591396822898738e-05,2.1565548131986657e-08
0.003,0.9299310340976652,0.015206330258660746,0.01123303961140128,0.04060298062482238,0.9899995200093442,0.009946624665218257,5.380684152116694e-05,4.848391635775989e-08
0.004,0.9245943068268987,0.021326309438869345,0.013307706821697615,-2.068830095488895e-05,0.9899991473600607,0.009929109174685197,7.165733997059007e-05,8.612528348522896e-08
0.005,0.9746592814268629,0.027171282228256162,0.003817381268271161,0.02061718122242315,0.9899986688042672,0.009911730994893276,8.946573653358768e-05,1.3446430584726165e-07
0.006,1.0257636232314193,-0.006417439605041963,0.020888002361605828,-0.04015819687849762,0.9899980845914016,0.009894489629686894,0.00010723230310828347,1.9347580316591433e-07
0.007,0.9443730574247506,-0.020693355540983817,0.00353948415029497,0.07455847169955584,0.9899973949694396,0.00987738458517906,0.00012495731063528462,2.631347460159331e-07
0.008,1.0069663574903778,0.012230808992446978,-0.007030114769358657,0.07305735349434861,0.9899966001858634,0.009860415368083408,0.00014264102989681638,3.434161563042681e-07
0.009000000000000001,0.990990112987274,0.014089165007390507,0.03554575902652202,-0.017410158036790867,0.989995700485248,0.009843581489873793,0.00016028372952274259,4.3429535551542887e-07
0.01,1.0287839145418431,0.03328553503755506,-0.01615760704346787,0.022127184770164777,0.9899946961102541,0.009826882465069856,0.0001778856768137024,5.357478622798266e-07
0.011,1.004519440764211,0.01270773244850014,-0.0003177140415823002,0.01357484109922405,0.9899935873020705,0.009810317810476915,0.00019544713810562032,6.477493469964117e-07
0.012,0.9389560720062091,-0.0039015068800870197,-0.006692311918070613,0.044305866296313355,0.9899923743004125,0.009793887045185962,0.00021296837876970626,7.702756318326739e-07
0.013000000000000001,0.9580801580612747,0.013731447553461978,0.0015908634238080217,0.011505965009638072,0.9899910573435232,0.009777589690573662,0.00023044966321245525,9.033026907246414e-07
0.014,1.0917023032379773,0.004758113867103678,-0.013123924980921818,0.059097984308476896,0.9899896366681726,0.009761425270302356,0.00024789125487564774,1.0468066493768815e-06
0.015,0.9635742049031478,0.016283688246030274,-0.03716832351950838,0.03751151224945169,0.9899881125096583,0.009745393310320056,0.0002652934162363495,1.200763785262501e-06
0.016,0.9633158547449027,0.020668190937524672,-0.0016198251108200195,0.03680187752098427,0.989986485101805,0.009729493338860454,0.0002826564088069116,1.365150527623146e-06
0.017,1.0277587725861723,0.008514537637735952,-0.0197915881541157,-0.029539917770726978,0.9899847546769647,0.00971372488644291,0.00029998049313497056,1.5399434574690003e-06
0.018000000000000002,0.9594848967916367,-0.0017181720267695731,-0.03359511642433869,0.05308515152212172,0.9899829214660165,0.009698087485872465,0.00031726592880344784,1.7251193075787878e-06
0.019,0.9422763548943045,-0.02067274334291553,0.009091616138143419,-0.03793336468881206,0.9899809856983671,0.009682580672239828,0.0003345129744305506,1.9206549624997714e-06
0.02,0.9493001248728365,-0.008118664557057944,0.02328973545933055,-0.024899048473307987,0.9899789476019504,0.009667203982921384,0.0003517218876697712,2.126527458547753e-06
0.021,0.9624945647331251,0.01673657932047005,-0.009698335518499614,-0.012009476936194391,0.9899768074032271,0.009651956957579194,0.0003688929252098872,2.342713983807074e-06
0.022,1.0304523262839689,0.015150837506141272,-0.015214888709144284,0.08056323218434391,0.989974565327186,0.009636839138160996,0.0003860263427749616,2.5691918781306128e-06
0.023,1.0319448463319203,0.026855321649832058,0.01873952280533777,0.023775247772891552,0.9899722215973423,0.009621850068900192,0.00040312239512434276,2.80593863313979e-06
0.024,0.9472388563226277,0.021117026183880387,0.01966577483156559,0.022549261127752157,0.9899697764357392,0.009606989296315871,0.00042018133605266415,3.052931892224562e-06
0.025,0.9867969971468478,-0.009167908463465853,0.0034845789698224453,-0.0007938557403037528,0.9899672300629468,0.009592256369212787,0.00043720341838984463,3.310149450543428e-06
0.026000000000000002,1.037394811779882,0.016381581806866698,0.027708658414298332,0.05436407692708765,0.9899645826980625,0.009577650838681373,0.0004541888940010886,3.577569255023422e-06
0.027,0.9253066077331865,0.01518783911938436,0.021559412593531675,0.04106984937506278,0.989961834558711,0.009563172258097732,0.00047113801378688544,3.855169404360119e-06
0.028,0.9261744388603776,0.004144144968311802,-0.0053082436131427066,0.009134347608890345,0.9899589858610444,0.009548820183123648,0.0004880510276830101,4.1429281490176345e-06
0.029,0.9723304560986211,0.021426644540008827,-0.005930669774198143,0.08206664033917373,0.9899560368197416,0.009534594171706575,0.0005049281846605226,4.44082389122862e-06
0.03,0.8835524137114448,0.014065641752900544,0.009355919003175953,0.03370697293511987,0.9899529876480097,0.00952049378407964,0.0005217697327257686,4.748835184994272e-06
0.031,0.9445359194693286,0.029949095859580097,0.012101119016835488,-0.00700938221333496,0.9899498385575819,0.009506518582761645,0.0005385759189203787,5.066940736084317e-06
0.032,0.9762031548486203,-0.0021863112212204064,-0.03009148450331365,0.0019378367137043333,0.9899465897587196,0.009492668132557069,0.0005553469893212692,5.395119402037028e-06
0.033,0.9553034836603406,0.017599355514564118,-0.0055458099402838,0.048800694978653636,0.9899432414603861,0.00947894200024716,0.0005720831891929757,5.7333501737555775e-06
0.034,0.9241206518759559,0.037690104059230733,0.02555642160237921,0.023203684480070826,0.9899397938706636,0.009465339753844655,0.0005887847633610071,6.081612130827769e-06
0.035,1.011978903031693,0.019512806149073626,0.02015293954605564,0.03930885801915579,0.9899362471951937,0.009451860965342961,0.0006054519548582174,6.4398846051595335e-06
0.036000000000000004,1.0075972022057973,0.018297989254492456,0.010265757565367172,-0.06289243170289273,0.9899326016381245,0.009438505209059981,0.0006220850057330159,6.808147082668512e-06
0.037,1.0764799141228811,0.009268907894325802,-0.021526458789159122,0.04599571768116323,0.9899288574022649,0.009425272061364424,0.0006386841571837612,7.186379187004358e-06
0.038,1.0132291365945676,-0.016338562911029187,0.02153683698764573,-0.005412769180607632,0.989925014689086,0.009412161100675817,0.0006552496495587614,7.5745606795487465e-06
0.039,0.9944634032915426,-0.001249235872602934,-0.03427642717104413,-0.002794960373439416,0.9899210736987198,0.009399171907464492,0.0006717817223562736,7.97267145941536e-06
0.04,0.9659701059509205,0.015204993042954824,0.025532150149181542,0.011664697295698766,0.9899170346299605,0.009386304064251595,0.0006882806142245045,8.380691563449896e-06
0.041,0.9797418382087792,0.005678199887011659,0.011171441551537202,-0.050862634010440944,0.9899128976802631,0.009373557155609086,0.0007047465629616096,8.798601166230067e-06
0.042,0.9225242041457176,0.011592244978059012,-0.024314892452845464,-0.11346913482860335,0.9899086630457445,0.00936093076815973,0.0007211798055156946,9.226380580065603e-06
0.043000000000000003,1.0365542800301408,0.01918902487249457,0.047106458309502344,-0.041567664722525405,0.9899043309211831,0.00934842449057711,0.0007375805779848136,9.664010254998246e-06
0.044,0.9215051076692353,-0.014202320786240938,-0.041627773205399336,-0.005783116002146916,0.9898999015000187,0.009336037913585615,0.0007539491156169703,1.0111470778801747e-05
0.045,1.0501430283023865,0.029438950715627823,-0.06852438049145362,0.01935792066187571,0.9898953749743525,0.00932377062996045,0.0007702856528101184,1.0568742876981885e-05
0.046,0.9520508340387284,0.004765474582884801,-0.0010671958798105351,0.0633168499632,0.9898907515349475,0.009311622234527627,0.0007865904231121597,1.1035807412776443e-05
0.047,0.9651362052558211,0.004428660353182092,0.026002338240335997,-0.05109674418075987,0.989886031371228,0.009299592324163972,0.0008028636592209462,1.1512645387155216e-05
0.048,0.9428399899168721,0.008368004154448898,-0.00022712621629724598,-0.04042692398007022,0.9898812146712799,0.009287680497797123,0.000819105592984279,1.1999237938820022e-05
0.049,0.9741073604188045,0.011385626503664235,0.003132927406024864,0.009977166347519082,0.9898763016218505,0.009275886356405525,0.0008353164553999083,1.2495566344204687e-05
0.05,0.937128958188298,0.02225154426051002,-0.007303496727868702,-0.026083002033156995,0.9898712924083486,0.009264209503018438,0.0008514964766155339,1.3001612017475056e-05
0.051000000000000004,1.0714060809472914,0.02572523189069343,-0.02020312205533436,0.0259914784314624,0.9898661872148448,0.009252649542715935,0.0008676458859288048,1.3517356510528983e-05
0.052000000000000005,0.9961609807231843,0.01526742555792746,0.004799620725001497,0.053957457973978856,0.9898609862240708,0.009241206082628895,0.0008837649117873192,1.4042781512996341e-05
0.053,1.0623635023270497,0.00327142921208626,0.03768508575656745,-0.009038343811671923,0.9898556896174202,0.009229878731939013,0.0008998537817886248,1.4577868852239012e-05
0.054,0.990963594771376,-0.0028873616379361654,-0.01221042547834924,-0.04066050100561,0.9898502975749477,0.009218667101878792,0.0009159127226802184,1.5122600493350904e-05
0.055,1.0094463119363062,0.014141871627963423,-0.014040065980924221,0.0713355049660064,0.9898448102753699,0.00920757080573155,0.0009319419603595464,1.5676958539157926e-05
0.056,0.9572825280329856,0.02342032855579842,0.004899197836233481,-0.04475788171312259,0.9898392278960645,0.009196589458831412,0.0009479417198740043,1.624092523021801e-05
0.057,0.9634746065867704,0.008654535894839888,-0.02451953347177076,-0.013656543686305462,0.989833550613071,0.009185722678563315,0.0009639122254209366,1.6814482944821092e-05
0.058,0.9329542529557369,-0.016153897955452558,-0.02497853141696515,0.004990163544626268,0.9898277786010904,0.009174970084363014,0.000979853700347638,1.739761419898914e-05
0.059000000000000004,0.9457389091961449,-0.004136312890785553,-0.016596689559251317,0.1231933215139973,0.9898219120338007,0.009164331297157696,0.0009957663674281378,1.7990301613643043e-05
0.06,0.9762622444986466,0.012001448596091285,-0.022945548052370753,0.06857927136618133,0.9898159510838637,0.009153805939341921,0.0010116504488814721,1.8592527913056207e-05
0.061,0.9574395978516682,0.0020845769841288933,-0.023278642101710663,0.009570548416037328,0.9898098959217002,0.009143393636952605,0.001027506165294771,1.920427605248071e-05
0.062,0.9897794136573441,0.004424580638944995,0.017374012473459273,-0.015942674675095178,0.9898037467164639,0.00913309401795274,0.0010433337364660292,1.9825529117511857e-05
0.063,1.0037589138663479,0.012004051535417004,-0.043360394562898044,-0.0994906082387221,0.9897975036360902,0.009122906712143554,0.0010591333814474074,2.0456270318935363e-05
0.064,1.012081843706361,0.0065687067008378085,-0.02786664387207305,-0.05659510942330251,0.9897911668472976,0.009112831351164523,0.0010749053185452316,2.1096482992727372e-05
0.065,0.9969249473250715,0.005722589117973442,0.014646842727708756,0.02494373146139814,0.9897847365155867,0.009102867568493357,0.0010906497653199933,2.174615060005444e-05
0.066,0.9904793588664228,0.01454586893958116,0.014144341795095512,0.03913198125026602,0.9897782128052405,0.00909301499944601,0.001106366938586349,2.2405256727273527e-05
0.067,1.0493710432934031,-0.0035753354922765327,0.011166035624559893,-0.06264192031097872,0.9897715958793244,0.009083273281176675,0.0011220570544131208,2.3073785085932043e-05
0.068,1.0489160278000569,0.0011161754259574313,0.031519752746844126,0.03933372069079242,0.9897648858996863,0.009073642052677784,0.0011377203281232966,2.3751719512767783e-05
0.069,1.040187721711927,0.027374990267757693,0.04718971906333168,0.0050032578996802,0.9897580830269563,0.009064120954780012,0.001153356974294029,2.443904396970897e-05
0.07,1.0042793699278523,0.003318398071801611,0.0003925423651066224,0.010226252407730303,0.9897511874205474,0.009054709630152272,0.0011689672067566365,2.5135742543874264e-05
0.07100000000000001,1.0057604380858307,-0.01078428972527377,0.0004690466570163997,-0.0004774841635354164,0.9897441992386542,0.009045407723301719,0.0011845512385966024,2.5841799447572715e-05
0.07200000000000001,0.927742087671159,0.019517307266700604,-0.04946868883868569,0.007960634317416875,0.9897371186382545,0.009036214880573748,0.0012001092821535759,2.65571990183038e-05
0.073,0.9751838645966872,0.022252756153508926,-0.0398120622800406,-0.064243829857423,0.989729945775108,0.009027130750151992,0.001215641549021371,2.728192571875741e-05
0.074,0.9842392869892131,0.015558245857430073,-0.01973154336611984,0.04085785764450209,0.989722680803757,0.009018154982058327,0.0012311482500479685,2.801596413681388e-05
0.075,1.0625410505485275,-0.002427203665891527,0.03604841182214624,-0.03587322481712059,0.9897153238775261,0.00900928722815287,0.0012466295953355126,2.8759298985543924e-05
0.076,0.9441943762363646,0.006991518028058173,-0.020830668504959942,0.015574431740070416,0.9897078751485227,0.009000527142133976,0.0012620857942403144,2.9511915103208693e-05
0.077,1.0688507661178894,0.03249564482673429,-0.028105962765169083,0.01769714315122599,0.9897003347676357,0.00899187437953824,0.0012775170553728497,3.0273797453259758e-05
0.078,0.8864982206717646,0.017634362636164573,-0.030704857695002252,-0.04704527718537896,0.9896927028845375,0.008983328597740498,0.0012929235865977596,3.10449311243391e-05
0.079,0.9502505052371256,0.009527905994785419,0.015658884588986878,0.031235618292591662,0.9896849796476822,0.008974889455953828,0.0013083055950338508,3.182530133027912e-05
0.08,1.0770676854625796,-0.0019267134526088948,0.029571647688645907,0.061964028756171054,0.9896771652043064,0.008966556615229548,0.0013236632870540957,3.261489341010265e-05
0.081,1.0041515494640731,0.03626687024189653,-0.017060891228921564,0.0138097243093761,0.9896692597004293,0.008958329738457215,0.0013389968682856312,3.3413692828022905e-05
0.082,0.9687342181590177,0.028133738533348707,-0.02248679197340569,0.02396660089298493,0.9896612632808522,0.008950208490364625,0.0013543065436097605,3.422168517344356e-05
0.083,0.9712067587618659,0.025332963426777676,0.004984351659223705,0.027564830314326827,0.9896531760891594,0.008942192537517818,0.001369592517161952,3.503885616095867e-05
0.084,0.9745503202507398,0.01483405899025097,0.03471229198379535,-0.08697607326852935,0.9896449982677169,0.008934281548321071,0.0013848549923318387,3.586519163035273e-05
0.085,0.843970051913437,0.015468019585565021,-0.056306331692385234,-0.001533684593856131,0.9896367299577287,0.008926475192918308,0.0014000941718122777,3.670067754090988e-05
0.08600000000000001,0.9970424025378946,0.028012647743660222,-0.0072590104160093335,0.04095049664038463,0.9896283712998571,0.008918773142078763,0.0014153102581571505,3.754529990713806e-05
0.08700000000000001,1.0852992827965433,0.003954796194603865,0.005895001067328609,-0.003312009683352617,0.9896199224327945,0.008911175069740505,0.0014305034525195328,3.8399044945593176e-05
0.088,0.9530524413581831,0.025887361466061316,0.049950485318666,0.030588003691810865,0.9896113834938053,0.00890368065205522,0.0014456739551200206,3.926189901962063e-05
0.089,0.9794847625713918,-0.001482027568989101,-0.031925331628918405,0.044964189726697947,0.9896027546190453,0.008896289566819602,0.0014608219655286804,4.013384860652044e-05
0.09,1.0408334311415302,0.008741383264482861,-0.006754765946327029,0.05771718283987478,0.9895940359435622,0.008889001493475353,0.0014759476826650471,4.101488029754713e-05
0.091,0.9844765005607583,0.02755263175834282,-0.023123723674773083,0.14442570113139902,0.989585227601295,0.008881816113109184,0.0014910513047981257,4.190498079790983e-05
0.092,1.0933047919681744,-0.010310497727609074,-0.010825518766705398,0.08667651986946692,0.9895763297250741,0.00887473310845281,0.0015061330295463907,4.280413692677224e-05
0.093,1.0359476617899095,0.03607074846552346,-0.02318734147051612,-0.041433823123578635,0.9895673424466221,0.008867752163882957,0.0015211930538777865,4.37123356172526e-05
0.094,1.0151435934444069,-0.0017656260619145596,0.004200362906235629,0.06423782705631308,0.9895582658965527,0.008860872965421353,0.0015362315741097262,4.462956391642376e-05
0.095,0.9743574092403248,-0.0194173437963368,0.040051890492627175,-0.010481207171459544,0.989549100204371,0.008854095200734739,0.001551248785909093,4.5555808985313106e-05
0.096,1.0064464466811376,0.015640684423267243,-0.0023584920884375635,-0.006055310227454183,0.9895398454984742,0.00884741855913486,0.0015662448842922402,4.649105809890261e-05
0.097,0.996573451255023,0.003968256405751605,-0.05826359013212033,0.09775729756231963,0.9895305019061506,0.008840842731578466,0.0015812200636249893,4.74352986461288e-05
0.098,1.0039461485594499,0.018110465543421283,-0.017986788723259456,0.054184889506805306,0.9895210695535803,0.008834367410667322,0.0015961745176226326,4.8388518129882794e-05
0.099,0.9897210901901559,-0.007051471301739356,0.014894065328680409,0.010969031723163472,0.989511548565835,0.008827992290648193,0.0016111084393499314,4.935070416701026e-05
0.1,0.9977312381251077,0.014397123252813115,-0.006451531102173596,-0.06607491715228615,0.9895019390668779,0.008821717067412855,0.0016260220212211164,5.032184448831144e-05
0.101,1.0219005270573778,0.004622476034041186,0.019270273723772772,0.05879660354795223,0.9894922411795637,0.008815541438498086,0.0016409154549998882,5.130192693854116e-05
0.10200000000000001,0.9925855952535724,0.01644005560257304,0.023050954735787513,-0.027383751315075748,0.9894824550256387,0.008809465103085681,0.0016557889317994172,5.2290939476408786e-05
0.10300000000000001,0.9891217800142115,0.012938244466363893,-0.014280008706470126,0.05245216962537213,0.9894725807257408,0.008803487762002434,0.0016706426420823426,5.3288870174578276e-05
0.10400000000000001,0.9867742877765011,0.0031030957418254615,-0.00045721008569564567,-0.008619167424846967,0.9894626183993995,0.008797609117720146,0.0016854767756607732,5.429570721966816e-05
0.105,0.9802276384966002,0.010559738756457602,0.007918585100699812,0.006686332321394054,0.989452568165036,0.008791828874355633,0.0017002915216962882,5.53114389122515e-05
0.106,1.016676692559892,0.013780270988543319,0.03395026581071047,0.18862998002542042,0.9894424301399627,0.008786146737670709,0.001715087068699936,5.633605366685599e-05
0.107,0.9643005903616304,-0.005501017873379246,-0.005135690664206075,-0.016961312643470967,0.9894322044403837,0.008780562415072203,0.001729863604532234,5.736954001196384e-05
0.108,1.0170088967997666,-0.0011438078622639097,0.02306575500384524,-0.031405564074044295,0.989421891181395,0.008775075615611945,0.0017446213164031697,5.841188659001185e-05
0.109,1.0160105720722303,0.013573358320679643,0.018111543613944854,0.04454390261217681,0.9894114904769838,0.008769686049986777,0.0017593603908722002,5.946308215739139e-05
0.11,0.9853866070503248,0.0003400277262505958,-0.012905540478219056,0.056336675706086185,0.9894010024400289,0.008764393430538545,0.0017740810138482516,6.052311558444839e-05
0.111,1.0557481622511498,-0.00795493223775617,0.00861086771209719,0.03844455350921268,0.9893904271823009,0.008759197471254105,0.00178878337058972,6.159197585548336e-05
0.112,1.021588241753727,0.015480520498590089,0.022480177246786196,-0.11028460015366175,0.9893797648144974,0.008754097887700728,0.0018034676457369051,6.266965206509474e-05
0.113,1.0069836486513692,0.010152537800206711,-0.013759938924163832,-0.030238519392226337,0.989369015446847,0.008749094395932864,0.0018181340238639496,6.375613335642466e-05
0.114,0.8923749024946911,0.021636917567767498,0.0076615629802132814,0.04181175291130774,0.9893581791878213,0.008744186714805395,0.00183278268832117,6.485140905227918e-05
0.115,0.9993972878214378,0.009342225566329465,0.03501273524727877,0.04741557460673011,0.9893472561445336,0.008739374565270004,0.0018474138215816896,6.595546861495211e-05
0.116,1.0619529649620927,0.034796151705531714,0.0013699162736944253,-0.0310268730149388,0.989336246423086,0.008734657669748342,0.0018620276055551148,6.70683016106851e-05
0.117,1.0043797927232978,0.011039989687731509,0.024230624599623055,0.03864169916751664,0.9893251501285709,0.008730035752132024,0.001876624221587537,6.818989770966757e-05
0.11800000000000001,0.9657442512563897,0.02330917580078523,0.03554184854709108,0.036521959479023376,0.9893139673650699,0.00872550853778264,0.0018912038504615319,6.932024668603666e-05
