t,S_obs,E_obs,I_obs,R_obs,S_true,E_true,I_true,R_true
0.0,0.9745860519812739,-0.03903967358324658,0.050459481137512904,-0.05558171303185149,0.99,0.01,0.0,0.0
0.001,0.6934330159989143,-0.10109197395076387,0.08223940246066508,-0.16883136009916044,0.9899999465827112,0.009982069575523432,1.797844607951344e-05,5.395685864230173e-09
0.002,1.0418272554571253,0.08610489340879926,0.12212350593960662,-0.07271207516010533,0.9899997865010962,0.009964277965126701,3.591396822898738e-05,2.1565548131986657e-08
0.003,1.0520845284729095,-0.000127153277756583,0.11190250779966722,-0.098786167780735,0.9899995200093442,0.009946624665218257,5.380684152116694e-05,4.848391635775989e-08
0.004,1.0719988086706658,-0.00046180953882779194,-0.01936239324267492,0.086335651448182,0.9899991473600607,0.009929109174685197,7.165733997059007e-05,8.612528348522896e-08
0.005,1.0721560959192051,-0.04778076319053187,-0.03361538036536676,0.13840489207262938,0.9899986688042672,0.009911730994893276,8.946573653358768e-05,1.3446430584726165e-07
0.006,0.9948597709672098,-0.025170255499280883,0.04018204663128028,0.04298761327635623,0.9899980845914016,0.009894489629686894,0.00010723230310828347,1.9347580316591433e-07
0.007,1.1894215716142362,0.052201883499366074,0.008248357683740572,-0.1576759425797853,0.9899973949694396,0.00987738458517906,0.00012495731063528462,2.631347460159331e-07
0.008,1.2530597736924949,-3.544921968775573e-05,0.04744369291539924,0.1766462139237139,0.9899966001858634,0.009860415368083408,0.00014264102989681638,3.434161563042681e-07
0.009000000000000001,1.022805602288682,-0.03034533532405917,0.027837329847838772,-0.15679604933041655,0.989995700485248,0.009843581489873793,0.00016028372952274259,4.3429535551542887e-07
0.01,1.0508837061461809,0.03410125862252397,0.08501878190077505,-0.016460862385742944,0.9899946961102541,0.009826882465069856,0.0001778856768137024,5.357478622798266e-07
0.011,1.1301650381868775,-0.022091523104701125,-0.05123410667520371,-0.2598007055192943,0.9899935873020705,0.009810317810476915,0.00019544713810562032,6.477493469964117e-07
0.012,1.1445196311952597,0.013950675289097082,-0.10179174536685516,0.016206053514379787,0.9899923743004125,0.009793887045185962,0.00021296837876970626,7.702756318326739e-07
0.013000000000000001,1.1224279742549759,0.012177350242185688,0.052602170762260245,0.07579303337118974,0.9899910573435232,0.009777589690573662,0.00023044966321245525,9.033026907246414e-07
0.014,0.625365851726223,0.051779810710843685,-0.02990586130437111,-0.16846184908245307,0.9899896366681726,0.009761425270302356,0.00024789125487564774,1.0468066493768815e-06
0.015,1.0713778734433816,0.036910480934445766,-0.05474278764136831,-0.11940813317707001,0.9899881125096583,0.009745393310320056,0.0002652934162363495,1.200763785262501e-06
0.016,1.0922413018902295,-0.00806279774052115,0.022849342535985324,0.03179568507051527,0.989986485101805,0.009729493338860454,0.0002826564088069116,1.365150527623146e-06
0.017,1.1082120594512042,-0.08961853600276021,-0.10486433205013238,0.22364075780922396,0.9899847546769647,0.00971372488644291,0.00029998049313497056,1.5399434574690003e-06
