t,S_obs,E_obs,I_obs,R_obs,S_true,E_true,I_true,R_true
0.0,0.8582562034199476,0.005223087816739097,-0.1444344902971776,-0.06210593793606639,0.99,0.01,0.0,0.0
0.001,0.9035526153795139,0.030717423440958923,0.13123919367267928,0.13915326995890967,0.9899999465827112,0.009982069575523432,1.797844607951344e-05,5.395685864230173e-09
0.002,1.032401972873011,-0.00616027344664425,-0.03766151123608335,0.11554320074731297,0.9899997865010962,0.009964277965126701,3.591396822898738e-05,2.1565548131986657e-08
0.003,0.8518434053393155,0.1335783333247102,0.06836629146614467,0.08831443442048967,0.9899995200093442,0.009946624665218257,5.380684152116694e-05,4.848391635775989e-08
0.004,1.0792653005635937,-0.011582948126951912,-0.0040770212755736725,-0.0879698930268055,0.9899991473600607,0.009929109174685197,7.165733997059007e-05,8.612528348522896e-08
0.005,1.0780756742500746,0.04288124200539742,0.13472374919094546,-0.2822838841604465,0.9899986688042672,0.009911730994893276,8.946573653358768e-05,1.3446430584726165e-07
0.006,0.7511870276460013,-0.009177320801016077,0.02574761332495787,-0.22861568292348228,0.9899980845914016,0.009894489629686894,0.00010723230310828347,1.9347580316591433e-07
0.007,0.8253742285415623,0.025339822356578043,0.0648556128150808,0.05688311336525522,0.9899973949694396,0.00987738458517906,0.00012495731063528462,2.631347460159331e-07
0.008,0.9912813660935518,-0.03527719067390767,0.02154983934886167,-0.03490748899613776,0.9899966001858634,0.009860415368083408,0.00014264102989681638,3.434161563042681e-07
0.009000000000000001,1.0876035324915614,0.005936820132350947,0.0451531388132495,0.0214090447636566,0.989995700485248,0.009843581489873793,0.00016028372952274259,4.3429535551542887e-07
0.01,1.0033706051469247,-0.017186161561633388,-0.0006677195248240329,-0.3156493347593133,0.9899946961102541,0.009826882465069856,0.0001778856768137024,5.357478622798266e-07
0.011,1.0998951741858891,0.1027160693698158,0.05916951268677254,0.10624965247777549,0.9899935873020705,0.009810317810476915,0.00019544713810562032,6.477493469964117e-07
0.012,0.9933417688547121,0.0029029821121376777,-0.16417129131031613,0.06635042359177995,0.9899923743004125,0.009793887045185962,0.00021296837876970626,7.702756318326739e-07
0.013000000000000001,1.1662894340126542,-0.01811978081323673,-0.002736342206579387,-0.34334540751075676,0.9899910573435232,0.009777589690573662,0.00023044966321245525,9.033026907246414e-07
