t,S_obs,E_obs,I_obs,R_obs,S_true,E_true,I_true,R_true
0.0,0.848423965822374,0.017878111212626197,0.008913135360809185,-0.019411028838616926,0.99,0.01,0.0,0.0
0.001,0.9774404236554268,0.01743979075398253,0.006928754076662607,0.05079041164790952,0.9899999465827112,0.009982069575523432,1.797844607951344e-05,5.395685864230173e-09
0.002,0.9606918054652864,0.008872836806606516,-0.006710605679163903,-0.010769796166491017,0.9899997865010962,0.009964277965126701,3.591396822898738e-05,2.1565548131986657e-08
0.003,1.0091431230208994,-0.0010985360300565673,-0.05051658069032154,0.007110721818255971,0.9899995200093442,0.009946624665218257,5.380684152116694e-05,4.848391635775989e-08
0.004,1.0843096001154557,0.0144071693191089,-0.056120371794121944,0.05227645384101537,0.9899991473600607,0.009929109174685197,7.165733997059007e-05,8.612528348522896e-08
0.005,0.9915058628147594,0.03311223912379935,0.022635394365266175,0.05473515507135871,0.9899986688042672,0.009911730994893276,8.946573653358768e-05,1.3446430584726165e-07
0.006,0.9666840446800922,-0.013443884202399005,0.006875949352816272,-0.013810524572868561,0.9899980845914016,0.009894489629686894,0.00010723230310828347,1.9347580316591433e-07
0.007,1.0279782762164806,0.010831454043133387,-0.032196706306595234,0.0588898509405258,0.9899973949694396,0.00987738458517906,0.00012495731063528462,2.631347460159331e-07
0.008,0.904826436730843,0.0064458597984703644,0.00872639254965057,-0.050383460984673445,0.9899966001858634,0.009860415368083408,0.00014264102989681638,3.434161563042681e-07
0.009000000000000001,1.0485326272404452,0.0272638564266032,0.004174042343341532,-0.00951372903497013,0.989995700485248,0.009843581489873793,0.00016028372952274259,4.3429535551542887e-07
0.01,1.0060525643747198,0.036472951381979285,0.04271312141710935,0.019616088523716768,0.9899946961102541,0.009826882465069856,0.0001778856768137024,5.357478622798266e-07
0.011,1.0270219795918376,0.0010102126913794258,-0.010349828674270761,-0.004021601213875472,0.9899935873020705,0.009810317810476915,0.00019544713810562032,6.477493469964117e-07
0.012,0.9895808686754807,0.022093969758668217,-0.009099083546986665,0.05945715887189459,0.9899923743004125,0.009793887045185962,0.00021296837876970626,7.702756318326739e-07
0.013000000000000001,0.9649519866269255,0.011090007155745542,0.050472345474656004,0.020289263013233024,0.9899910573435232,0.009777589690573662,0.00023044966321245525,9.033026907246414e-07
0.014,1.030134323295369,0.028024255627349372,-0.006034664176713312,-0.051812683208682486,0.9899896366681726,0.009761425270302356,0.00024789125487564774,1.0468066493768815e-06
0.015,1.0129522502523398,0.020722829959426446,0.01771164521994894,0.034334283547295286,0.9899881125096583,0.009745393310320056,0.0002652934162363495,1.200763785262501e-06
0.016,1.0182512031076032,0.027258261581622423,-0.02429295060901101,-0.0624626310992471,0.989986485101805,0.009729493338860454,0.0002826564088069116,1.365150527623146e-06
