t,S_obs,E_obs,I_obs,R_obs,S_true,E_true,I_true,R_true
0.0,1.022701687374743,-0.006188896492340943,0.004943097908080686,-0.03451470250796111,0.99,0.01,0.0,0.0
0.001,0.9809104870012317,0.0214363418779388,0.03009628072669063,-0.0027284720760675676,0.9899999465827112,0.009982069575523432,1.797844607951344e-05,5.395685864230173e-09
0.002,1.0179999401420161,0.022934885854477727,0.0211965097992593,-0.005079633562018464,0.9899997865010962,0.009964277965126701,3.591396822898738e-05,2.1565548131986657e-08
0.003,0.9727349976021594,0.002715263570736439,-0.0492377705354394,0.01264498439245661,0.9899995200093442,0.009946624665218257,5.380684152116694e-05,4.848391635775989e-08
0.004,0.9752353060537521,-0.007098893214901926,0.025711605778336293,0.06251112539496467,0.9899991473600607,0.009929109174685197,7.165733997059007e-05,8.612528348522896e-08
0.005,0.95099569485218,0.014166765673606148,0.02298607373864287,0.07427448211903426,0.9899986688042672,0.009911730994893276,8.946573653358768e-05,1.3446430584726165e-07
0.006,0.900711587117134,0.004048763093414159,-0.03032410269310951,0.07307421776640685,0.9899980845914016,0.009894489629686894,0.00010723230310828347,1.9347580316591433e-07
0.007,0.9347997465238652,0.032426968170714256,0.020005694311169112,0.02419844536335194,0.9899973949694396,0.00987738458517906,0.00012495731063528462,2.631347460159331e-07
0.008,0.9469839178180276,0.014196743438155447,-0.018438455489451045,0.10807973759620987,0.9899966001858634,0.009860415368083408,0.00014264102989681638,3.434161563042681e-07
0.009000000000000001,0.8858836811322934,0.02182811050407322,0.0010879455469970183,-0.04716290703181626,0.989995700485248,0.009843581489873793,0.00016028372952274259,4.3429535551542887e-07
0.01,1.0167732177398852,-0.0004236709347821034,0.0012379767730948722,0.019162414961133373,0.9899946961102541,0.009826882465069856,0.0001778856768137024,5.357478622798266e-07
0.011,0.9714745605048598,0.012370421687478459,0.0008996633007327757,-0.016174064725707163,0.9899935873020705,0.009810317810476915,0.00019544713810562032,6.477493469964117e-07
0.012,1.0357430107766883,0.016693140816783622,0.01662616724877632,6.564280021246642e-06,0.9899923743004125,0.009793887045185962,0.00021296837876970626,7.702756318326739e-07
0.013000000000000001,0.9390585508595025,0.011643647575056412,-0.014121149221398918,0.03380630826374397,0.9899910573435232,0.009777589690573662,0.00023044966321245525,9.033026907246414e-07
0.014,1.0491674410605194,0.019765643985007374,0.00826377674797379,-0.048297638777709685,0.9899896366681726,0.009761425270302356,0.00024789125487564774,1.0468066493768815e-06
0.015,1.0198835794352983,0.005455245623056368,-0.028079520560934667,0.03732297601861007,0.9899881125096583,0.009745393310320056,0.0002652934162363495,1.200763785262501e-06
0.016,1.0560292860795546,-0.0019073922078344935,-0.01173166604535055,0.009275494232536652,0.989986485101805,0.009729493338860454,0.0002826564088069116,1.365150527623146e-06
0.017,0.9568919277717356,0.0024599185633205735,-0.014293887322442217,-0.051556704875327077,0.9899847546769647,0.00971372488644291,0.00029998049313497056,1.5399434574690003e-06
0.018000000000000002,0.8926775722491842,-0.005561209458646228,-0.004532712196057604,-0.02533624475202516,0.9899829214660165,0.009698087485872465,0.00031726592880344784,1.7251193075787878e-06
0.019,1.0759174352940475,-0.0009673267861464076,-0.012918637729774921,-0.005789191547414492,0.9899809856983671,0.009682580672239828,0.0003345129744305506,1.9206549624997714e-06
0.02,1.0193228831777477,0.003497967527361411,0.028051554128129548,-0.09659132132562845,0.9899789476019504,0.009667203982921384,0.0003517218876697712,2.126527458547753e-06
0.021,0.9293167164331797,0.01606034813254893,-0.028183515761158566,-0.016619021101111072,0.9899768074032271,0.009651956957579194,0.0003688929252098872,2.342713983807074e-06
